,name,location,year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
3324,Toyota Etios G,Kochi,2013,56344,Diesel,Manual,First,17.6,1496.0,88.73,5,4.57
3325,Hyundai i20 Sportz Option,Mumbai,2014,17858,Diesel,Manual,First,17.0,1197.0,80.0,5,5.32
3326,Hyundai i10 Sportz,Hyderabad,2012,53000,Diesel,Manual,First,20.36,1197.0,78.9,5,3.2
3327,Maruti Swift VDI BSIV,Kochi,2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5,5.63
3328,Hyundai EON Magna Plus,Hyderabad,2015,19000,Diesel,Manual,First,21.1,814.0,55.2,5,3.0
3329,BMW 3 Series 320d,Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5,9.25
3330,Tata Indigo XL Classic Dicor,Delhi,2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5,1.2
3331,Maruti Alto 800 LXI,Delhi,2015,61000,Diesel,Manual,First,22.74,796.0,47.3,5,2.15
3332,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5,3.05
3333,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,Diesel,Automatic,First,14.28,1798.0,138.03,5,11.5
3334,Hyundai Santro Xing GLS,Hyderabad,2008,80931,Diesel,Manual,First,17.92,1086.0,62.1,5,2.3
3335,Maruti Swift ZXI,Kolkata,2016,34000,Diesel,Manual,First,20.4,1197.0,81.8,5,4.95
3336,Renault Scala Diesel RxL,Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5,4.75
3337,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5,10.15
3338,Nissan Micra XV,Kolkata,2011,44000,Diesel,Manual,First,18.06,1198.0,75.0,5,2.65
3339,Ford Figo Diesel EXI,Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5,3.8
3340,Honda CR-V 2.0 AT,Kochi,2017,41697,Diesel,Automatic,First,13.1,1997.0,141.1,5,16.68
3341,Nissan Terrano XV 110 PS,Pune,2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5,5.0
3342,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Diesel,Manual,Second,17.71,1197.0,78.9,5,3.75
3343,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5,4.11
3344,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Diesel,Manual,Second,18.16,1196.0,86.8,5,4.25
3345,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6,3.45
3346,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5,22.5
3347,Toyota Innova 2.0 E,Delhi,2006,150000,Diesel,Manual,First,12.4,1998.0,132.0,8,4.5
3348,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,Diesel,Manual,First,15.26,1150.0,74.9,5,0.9
3349,Hyundai Getz GLS,Hyderabad,2006,63181,Diesel,Manual,First,15.3,1341.0,83.0,5,1.85
3350,Honda Amaze S i-Dtech,Kolkata,2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5,3.25
3351,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5,7.34
3352,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5,4.25
3353,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,Diesel,Manual,First,18.6,1197.0,81.86,5,6.45
3354,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8,10.75
3355,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5,27.75
3356,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Diesel,Manual,Second,17.3,1061.0,64.0,5,0.99
3357,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7,24.0
3358,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,Diesel,Manual,First,18.6,1197.0,81.86,5,6.1
3359,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,Diesel,Manual,First,17.5,1199.0,88.7,5,8.25
3360,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,Diesel,Manual,First,16.47,1198.0,73.9,5,4.65
3361,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,Diesel,Manual,First,13.7,1997.0,153.86,5,9.75
3362,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,Diesel,Manual,First,18.9,1197.0,81.86,5,4.4
3363,Maruti Swift Dzire VXI,Kolkata,2014,33000,Diesel,Manual,First,19.1,1197.0,85.8,5,3.99
3364,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5,45.73
3365,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5,5.27
3366,Maruti Wagon R LXI CNG,Mumbai,2014,41000,CNG,Manual,First,26.2,998.0,58.2,5,3.5
3367,Honda City i DTec V,Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5,7.25
3368,Tata Indigo LS,Chennai,2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5,1.6
3369,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5,6.0
3370,Hyundai i10 Sportz,Chennai,2010,26966,Diesel,Manual,First,20.36,1197.0,78.9,5,3.0
3371,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,Diesel,Manual,First,18.7,1199.0,88.7,5,4.95
3372,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5,8.99
3373,Honda Accord VTi-L MT,Mumbai,2007,86000,Diesel,Manual,Third,11.9,2354.0,144.0,5,1.85
3374,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,Diesel,Manual,First,16.47,1198.0,73.9,5,6.16
3375,Maruti Ritz VDi,Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5,3.5
3376,Honda Amaze S Petrol,Jaipur,2014,69000,Diesel,Manual,First,19.5,1199.0,88.76,5,4.5
3377,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,Diesel,Manual,First,18.6,1197.0,81.83,5,7.75
3378,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5,6.6
3379,Hyundai Grand i10 Magna,Kochi,2014,48031,Diesel,Manual,First,18.9,1197.0,82.0,5,4.98
3380,BMW 3 Series 320d Highline,Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5,9.75
3381,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5,5.55
3382,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5,10.3
3383,Honda Accord 2.4 AT,Chennai,2011,85000,Diesel,Automatic,Second,11.7,2354.0,177.6,5,7.5
3384,Chevrolet Aveo 1.4,Hyderabad,2008,55902,Diesel,Manual,First,14.49,1399.0,92.7,5,1.8
3385,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,Diesel,Manual,First,16.2,1199.0,74.0,5,6.25
3386,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7,6.8
3387,Hyundai i10 Magna AT,Hyderabad,2009,50902,Diesel,Automatic,First,19.2,1197.0,80.0,5,3.0
3388,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7,11.6
3389,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5,6.95
3390,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Diesel,Manual,Third,14.3,1798.0,160.0,5,3.5
3391,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,Diesel,Manual,First,18.9,1197.0,81.86,5,5.5
3392,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,Diesel,Manual,First,18.6,1197.0,81.83,5,5.65
3393,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8,3.25
3394,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,Diesel,Automatic,First,14.3,1598.0,103.6,5,7.72
3395,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5,12.0
3396,Chevrolet Beat Diesel PS,Jaipur,2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5,1.55
3397,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7,10.75
3398,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,Diesel,Manual,First,18.6,1197.0,81.83,5,6.72
3399,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7,28.55
3400,Porsche Panamera Diesel,Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4,75.0
3401,Honda City i VTEC VX,Hyderabad,2016,36891,Diesel,Manual,First,17.8,1497.0,117.3,5,10.49
3402,Mahindra Quanto C4,Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7,3.8
3403,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5,18.5
3404,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,Diesel,Automatic,First,12.37,2359.0,198.25,5,6.0
3405,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5,5.5
3406,Maruti Wagon R LXI BS IV,Pune,2010,91000,Diesel,Manual,First,18.9,998.0,67.1,5,2.3
3407,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7,8.7
3408,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5,4.95
3409,Maruti Swift VDI,Jaipur,2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5,4.25
3410,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7,10.94
3411,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5,21.26
3412,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Diesel,Manual,Second,14.28,1798.0,138.03,5,11.5
3413,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5,6.0
3414,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,Diesel,Manual,First,18.15,1198.0,82.0,6,4.1
3415,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,Diesel,Manual,First,24.7,796.0,47.3,5,2.01
3416,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,Diesel,Manual,First,15.7,1172.0,67.0,5,2.6
3417,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,Diesel,Manual,First,18.9,998.0,67.1,5,2.35
3418,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6,9.15
3419,Honda Brio EX MT,Chennai,2013,42320,Diesel,Manual,First,19.4,1198.0,86.8,5,2.9
3420,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5,9.18
3421,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,Diesel,Automatic,First,13.0,1591.0,121.3,5,11.45
3422,Maruti Alto Green LXi (CNG),Hyderabad,2012,92000,CNG,Manual,Second,26.83,796.0,38.4,5,2.1
3423,Honda Amaze S i-VTEC,Kochi,2017,61795,Diesel,Manual,First,17.8,1198.0,86.7,5,5.53
3424,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,Diesel,Manual,First,18.15,1198.0,82.0,6,3.75
3425,Honda City i-VTEC CVT VX,Pune,2018,4500,Diesel,Automatic,First,18.0,1497.0,117.3,5,12.5
3426,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7,15.5
3427,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5,14.5
3428,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5,12.46
3429,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Diesel,Manual,Second,16.47,1198.0,74.0,5,5.25
3430,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5,25.0
3431,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4,45.0
3432,Maruti Swift VDI,Jaipur,2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5,5.1
3433,Honda Amaze S i-Dtech,Delhi,2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5,3.5
3434,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5,12.5
3435,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5,5.55
3436,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7,19.48
3437,Maruti Swift VXI,Ahmedabad,2012,48772,Diesel,Manual,First,18.6,1197.0,85.8,5,3.91
3438,Chevrolet Beat LS,Chennai,2010,66000,Diesel,Manual,First,18.6,1199.0,79.4,5,2.19
3439,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,Diesel,Automatic,First,18.9,1197.0,82.0,5,6.89
3440,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Diesel,Manual,Second,15.6,1196.0,70.0,5,3.47
3441,Maruti Swift VXI BSIII,Pune,2010,75000,Diesel,Manual,First,16.1,1298.0,88.2,5,2.85
3442,Audi A4 35 TDI Premium,Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5,25.64
3443,Honda City V MT,Kochi,2018,11966,Diesel,Manual,First,16.8,1497.0,116.3,5,10.28
3444,Honda Jazz V,Hyderabad,2015,37000,Diesel,Manual,First,18.2,1199.0,88.7,5,6.3
3445,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5,4.75
3446,Nissan Terrano XL D Option,Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5,5.8
3447,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7,44.5
3448,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,Diesel,Manual,First,18.5,1197.0,82.9,5,4.65
3449,Honda City 1.5 E MT,Jaipur,2009,86863,Diesel,Manual,First,17.0,1497.0,118.0,5,3.6
3450,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7,12.25
3451,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5,20.0
3452,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7,16.0
3453,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8,6.21
3454,Datsun GO Plus T,Kolkata,2016,12800,Diesel,Manual,First,19.44,1198.0,67.0,7,3.25
3455,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7,9.75
3456,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Diesel,Automatic,First,15.5,1198.0,86.7,5,4.45
3457,Honda City i-DTEC ZX,Pune,2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5,12.0
3458,Tata Indigo GLE,Chennai,2008,73000,Diesel,Manual,First,14.4,1396.0,65.0,5,0.8
3459,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5,5.95
3460,Maruti Alto 800 2016-2019 CNG LXI,Pune,2015,18000,CNG,Manual,First,33.44,796.0,40.3,4,3.0
3461,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,Diesel,Manual,First,17.43,1396.0,105.5,5,5.25
3462,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7,22.2
3463,BMW X1 sDrive20d,Jaipur,2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5,13.5
3464,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5,13.5
3465,Ford Figo Diesel ZXI,Delhi,2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5,3.47
3466,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7,9.5
3467,Volkswagen Vento Petrol Highline,Chennai,2011,37000,Diesel,Manual,First,15.04,1598.0,103.6,5,4.8
3468,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,Diesel,Manual,First,15.0,1598.0,103.52,5,6.54
3469,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,Diesel,Manual,First,16.47,1198.0,73.9,5,3.1
3470,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5,7.99
3471,Toyota Corolla Altis G,Kolkata,2009,45000,Diesel,Manual,Second,14.53,1798.0,138.1,5,3.3
3472,Maruti Ertiga ZDI,Bangalore,2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7,8.75
3473,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,Diesel,Automatic,First,19.2,1197.0,80.0,5,4.19
3474,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5,30.77
3475,Honda City ZX VTEC,Jaipur,2006,95000,Diesel,Manual,Second,16.9,1497.0,100.0,5,2.11
3476,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,Diesel,Manual,First,18.15,1198.0,82.0,6,6.25
3477,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,Diesel,Manual,First,11.5,2982.0,171.0,7,11.4
3478,Honda City 1.5 V MT,Bangalore,2011,65000,Diesel,Manual,First,17.0,1497.0,118.0,5,5.2
3479,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5,39.84
3480,Ford Figo Diesel ZXI,Coimbatore,2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5,4.45
3481,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5,19.5
3482,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,Diesel,Manual,First,15.26,1150.0,74.9,5,1.75
3483,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5,5.1
3484,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5,6.8
3485,Maruti Baleno Zeta CVT,Kolkata,2016,20000,Diesel,Automatic,First,21.4,1197.0,83.1,5,5.74
3486,Maruti Swift LXi BSIV,Hyderabad,2010,71000,Diesel,Manual,First,16.1,1197.0,85.0,5,3.3
3487,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4,32.0
3488,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5,35.0
3489,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5,8.9
3490,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Diesel,Manual,Second,17.01,1591.0,121.3,5,4.0
3491,Jeep Compass 2.0 Longitude,Kochi,2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5,19.46
3492,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5,5.25
3493,Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5,2.6
3494,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5,9.22
3495,Hyundai EON Era Plus,Jaipur,2013,70000,Diesel,Manual,First,21.1,814.0,55.2,5,1.8
3496,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5,31.75
3497,Maruti Ertiga VDI,Delhi,2014,54569,Diesel,Manual,First,20.77,1248.0,88.76,7,5.99
3498,Honda Amaze E i-Vtech,Kochi,2015,51361,Diesel,Manual,First,18.0,1198.0,86.7,5,4.94
3499,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Diesel,Manual,Third,16.6,1388.0,68.0,5,1.5
3500,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Diesel,Manual,Third,13.5,1799.0,130.0,5,3.25
3501,Maruti Wagon R LX DUO BSIII,Hyderabad,2007,65047,Diesel,Manual,First,17.3,1061.0,57.5,5,1.95
3502,Maruti Ertiga ZDI,Delhi,2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7,6.5
3503,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5,3.71
3504,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,Diesel,Manual,First,20.14,1197.0,81.86,5,5.0
3505,Hyundai i10 Era,Ahmedabad,2008,60000,Diesel,Manual,First,19.81,1086.0,68.05,5,1.99
3506,Honda Amaze S i-Vtech,Mumbai,2017,32006,Diesel,Manual,First,18.0,1198.0,86.7,5,4.25
3507,Audi A6 2.7 TDI,Ahmedabad,2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5,8.0
3508,Hyundai i10 Magna 1.2 iTech SE,Mumbai,2011,9489,Diesel,Manual,First,20.36,1197.0,78.9,5,2.95
3509,Renault KWID RXT Optional,Pune,2018,5000,Diesel,Manual,First,25.17,799.0,53.3,5,3.5
3510,Audi A4 New 2.0 TDI Multitronic,Jaipur,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5,16.0
3511,Maruti Alto 800 LXI Airbag,Jaipur,2015,50000,Diesel,Manual,First,22.74,796.0,47.3,5,2.75
3512,Honda City i VTEC VX Option,Delhi,2015,53000,Diesel,Manual,First,17.8,1497.0,117.3,5,6.95
3513,Mercedes-Benz New C-Class C250 Avantgarde,Delhi,2011,64000,Diesel,Automatic,Second,11.74,1796.0,186.0,5,12.5
3514,Audi Q5 3.0 TDI Quattro Technology,Coimbatore,2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5,36.83
3515,Volkswagen Polo 1.2 MPI Comfortline,Pune,2011,36431,Diesel,Manual,First,16.2,1199.0,74.0,5,2.7
3516,Hyundai Creta 1.4 E Plus Diesel,Mumbai,2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5,9.9
3517,Honda City 1.5 V MT,Kochi,2011,94832,Diesel,Manual,First,17.0,1497.0,118.0,5,3.83
3518,Honda City 1.5 S MT,Coimbatore,2012,88381,Diesel,Manual,First,17.0,1497.0,118.0,5,5.25
3519,Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5,7.75
3520,Maruti SX4 Vxi BSIV,Mumbai,2010,66000,Diesel,Manual,Second,16.51,1586.0,103.2,5,2.46
3521,Maruti Swift Dzire VDI,Kolkata,2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5,3.96
3522,Maruti Ertiga ZDI,Chennai,2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7,8.25
3523,Hyundai i20 1.2 Spotz,Coimbatore,2018,20632,Diesel,Manual,First,18.6,1197.0,81.83,5,7.58
3524,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5,3.99
3525,Honda City i VTEC SV,Delhi,2014,54257,Diesel,Manual,First,17.4,1497.0,117.3,5,6.25
3526,Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5,5.0
3527,Mercedes-Benz E-Class E270 CDI,Hyderabad,2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5,4.65
3528,Hyundai Santa Fe 4WD AT,Coimbatore,2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7,21.37
3529,Maruti Alto LXi,Hyderabad,2007,52195,Diesel,Manual,First,19.7,796.0,46.3,5,1.75
3530,ISUZU D-MAX V-Cross 4X4,Coimbatore,2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5,16.09
3531,Hyundai Verna 1.4 CRDi GL,Kolkata,2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5,4.1
3532,Ford Figo Diesel ZXI,Coimbatore,2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5,3.56
3533,Honda City 1.5 S MT,Pune,2010,43000,Diesel,Manual,Second,17.0,1497.0,118.0,5,4.21
3534,Hyundai Verna 1.6 CRDi S,Delhi,2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5,6.6
3535,Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,32434,Diesel,Automatic,First,13.0,1591.0,121.3,5,14.35
3536,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5,9.5
3537,BMW X6 xDrive30d,Delhi,2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4,21.9
3538,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5,30.45
3539,Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5,5.1
3540,Hyundai Verna VTVT 1.6 AT EX,Pune,2013,37086,Diesel,Automatic,First,17.0,1591.0,121.3,5,5.44
3541,Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5,1.6
3542,Audi A6 2011-2015 2.0 TDI,Kochi,2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5,16.67
