,year,kilometers_driven,owner_type,engine,power,seats,price,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,fuel_type_Diesel,transmission_Manual
2974,2010,102016.0,1,1196.0,70.0,5,2.25,1,0,0,0,0,0,0,0,0,0,1,1
2975,2016,38000.0,1,1248.0,74.0,5,5.95,0,1,0,0,0,0,0,0,0,0,1,1
2976,2013,71491.0,1,1461.0,63.12,5,4.95,0,0,0,0,1,0,0,0,0,0,1,1
2977,2015,46354.0,2,1198.0,74.0,5,5.49,1,0,0,0,0,0,0,0,0,0,1,1
2978,2019,87000.0,1,1995.0,190.0,5,6.67,0,0,0,1,0,0,0,0,0,0,1,0
2979,2015,20765.0,1,1598.0,103.52,5,6.25,0,0,0,0,0,0,0,0,0,0,1,1
2980,2014,51076.0,1,2967.0,97.7,7,5.75,0,0,1,0,0,0,0,0,0,0,1,0
2981,2016,84085.0,1,1248.0,88.5,5,6.9,0,0,0,0,0,1,0,0,0,0,1,1
2982,2014,55000.0,1,1498.0,98.6,5,5.99,0,0,0,0,0,0,0,1,0,0,1,1
2983,2010,73000.0,1,1495.5,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
2984,2012,50001.0,1,2967.0,97.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
2985,2016,93166.0,2,2179.0,118.3,7,5.85,0,0,1,0,0,0,0,0,0,0,1,1
2986,2006,99583.0,3,1493.0,100.0,5,2.21,0,0,0,0,0,0,1,0,0,0,1,0
2987,2010,72000.0,1,1586.0,103.3,5,2.4,0,0,0,0,0,0,0,0,1,0,1,1
2988,2009,70000.0,3,1798.0,138.1,5,3.0,0,0,0,0,0,0,0,0,0,1,1,1
2989,2012,61000.0,2,1598.0,103.6,5,3.75,0,0,0,0,0,0,0,0,0,1,1,0
2990,2015,66510.0,1,814.0,55.2,5,2.95,0,0,0,0,0,0,0,0,0,1,1,1
2991,2011,84062.0,1,1968.0,108.5,5,5.8,0,0,0,0,1,0,0,0,0,0,1,1
2992,2012,80799.0,1,1248.0,74.0,5,4.9,0,0,0,0,1,0,0,0,0,0,1,1
2993,2018,5000.0,1,1798.0,138.03,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
2994,2013,92000.0,1,2494.0,100.0,8,5.75,0,0,0,0,1,0,0,0,0,0,1,1
2995,2017,53000.0,1,1047.0,69.0,5,5.0,0,0,0,0,1,0,0,0,0,0,1,1
2996,2015,39822.0,1,1598.0,103.52,5,4.68,0,0,0,0,0,0,0,0,1,0,1,1
2997,2016,29000.0,1,1495.5,97.7,7,5.75,0,0,0,0,0,0,0,0,1,0,1,0
2998,2017,24214.0,2,799.0,53.3,5,3.46,0,0,0,0,0,0,1,0,0,0,1,1
2999,2012,75000.0,1,1396.0,90.0,5,4.0,0,0,0,0,0,0,0,0,0,1,1,1
3000,2012,77216.0,2,1896.0,106.0,5,4.5,0,1,0,0,0,0,0,0,0,0,1,1
3001,2013,74290.0,1,1364.0,87.2,5,5.87,0,0,0,0,0,0,1,0,0,0,1,1
3002,2015,61000.0,1,2179.0,120.0,8,5.75,0,0,0,1,0,0,0,0,0,0,1,1
3003,2013,44000.0,1,1968.0,174.3,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
3004,2014,74041.0,1,1248.0,73.8,8,3.88,0,0,1,0,0,0,0,0,0,0,1,1
3005,2013,85846.0,1,1995.0,190.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3006,2012,52000.0,1,1461.0,84.8,5,3.5,0,0,0,1,0,0,0,0,0,0,1,1
3007,2010,47000.0,2,2354.0,177.6,5,3.5,0,0,0,0,0,0,0,0,1,0,1,1
3008,2010,72010.0,1,1493.0,110.0,5,4.45,1,0,0,0,0,0,0,0,0,0,1,1
3009,2015,15000.0,1,796.0,34.2,8,2.35,0,0,0,0,0,1,0,0,0,0,1,1
3010,2015,52609.0,1,1497.0,117.3,5,5.0,0,0,0,0,0,0,0,1,0,0,1,1
3011,2012,24720.0,2,2967.0,97.7,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
3012,2007,75000.0,2,1388.0,68.0,5,2.0,0,1,0,0,0,0,0,0,0,0,1,1
3013,2015,57000.0,1,1396.0,88.73,5,6.35,0,0,0,0,0,0,0,0,1,0,1,1
3014,2015,41057.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3015,2012,92000.0,2,998.0,58.2,5,3.0,0,0,0,0,0,0,0,0,0,1,0,1
3016,2016,20000.0,1,1498.0,98.59,5,7.9,0,1,0,0,0,0,0,0,0,0,1,1
3017,2011,52359.0,1,1197.0,80.0,5,3.25,0,0,0,0,0,0,0,0,1,0,1,1
3018,2016,17000.0,2,1497.0,117.3,5,8.25,0,0,0,1,0,0,0,0,0,0,1,1
3019,2011,39002.0,1,1461.0,63.1,5,2.85,0,0,0,0,0,0,0,1,0,0,1,1
3020,2010,52604.5,2,1399.0,68.0,5,3.2,0,0,0,0,0,0,0,0,0,1,1,1
3021,2013,45000.0,1,1198.0,75.0,5,1.75,0,0,0,0,0,0,0,1,0,0,1,1
3022,2009,82002.0,2,2354.0,177.6,5,5.75,0,0,0,0,0,0,0,0,0,0,1,1
3023,2010,67000.0,1,1798.0,157.75,5,4.7,0,0,0,0,0,0,0,0,1,0,1,0
3024,2017,21260.0,1,796.0,35.0,5,2.9,0,0,0,0,1,0,0,0,0,0,1,1
3025,2012,55362.0,1,1396.0,88.8,5,4.25,0,0,0,0,0,0,0,0,0,0,1,1
3026,2017,13000.0,1,1582.0,126.2,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
3027,2016,45725.0,1,1248.0,74.0,5,5.34,0,0,0,0,0,0,1,0,0,0,1,1
3028,2014,105000.0,1,1248.0,74.0,5,3.85,0,0,0,0,0,1,0,0,0,0,1,1
3029,2009,52609.0,1,2494.0,102.0,8,8.5,0,0,0,0,1,0,0,0,0,0,1,1
3030,2016,52609.0,1,1120.0,71.0,5,4.2,0,0,0,0,0,0,0,0,1,0,1,1
3031,2016,67000.0,1,1248.0,88.7,7,6.75,0,0,0,1,0,0,0,0,0,0,1,1
3032,2016,90000.0,1,1495.5,97.7,7,5.75,0,0,0,0,0,1,0,0,0,0,1,0
3033,2019,32251.0,1,1396.0,88.73,5,8.61,0,0,1,0,0,0,0,0,0,0,1,1
3034,2009,47000.0,1,998.0,67.1,5,1.46,0,0,0,0,0,0,0,0,1,0,1,1
3035,2011,75308.0,2,1248.0,73.9,5,2.8,0,0,0,0,0,0,0,0,1,0,1,1
3036,2018,44202.0,1,998.0,58.2,4,4.0,0,0,0,0,0,0,1,0,0,0,0,1
3037,2014,58000.0,1,1497.0,118.0,5,5.47,0,0,0,0,0,0,0,0,1,0,1,1
3038,2009,60000.0,1,1298.0,85.8,5,2.45,0,0,0,0,0,0,0,0,1,0,1,1
3039,2014,45000.0,1,1995.0,184.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
3040,2010,41195.0,1,1368.0,90.0,5,1.38,0,0,0,0,0,0,0,0,1,0,1,1
3041,2016,89000.0,1,2179.0,140.0,7,5.75,0,1,0,0,0,0,0,0,0,0,1,1
3042,2009,60510.0,2,1197.0,78.9,5,3.1,1,0,0,0,0,0,0,0,0,0,1,0
3043,2016,8500.0,1,1197.0,83.1,5,5.49,0,0,0,0,0,0,0,0,1,0,1,1
3044,2017,35981.0,1,1248.0,88.5,5,5.75,0,0,0,0,0,0,1,0,0,0,1,1
3045,2012,23152.0,1,1196.0,70.02,5,2.39,0,0,0,0,0,0,0,0,1,0,1,1
3046,2014,74663.0,1,998.0,67.04,5,3.25,0,0,0,1,0,0,0,0,0,0,0,1
3047,2014,61529.0,1,1197.0,103.5,5,5.65,0,0,0,0,0,0,0,0,1,0,1,0
3048,2010,91596.0,1,2489.0,93.7,7,1.85,0,0,0,0,0,0,0,0,0,0,1,1
3049,2019,14298.0,1,2995.0,97.7,5,2.02,0,0,0,0,0,0,1,0,0,0,1,0
3050,2013,83327.0,1,1248.0,73.9,5,5.8,0,0,0,0,1,0,0,0,0,0,1,1
3051,2017,22857.0,1,1199.0,74.0,5,6.9,0,0,0,0,1,0,0,0,0,0,1,1
3052,2013,34620.0,2,1591.0,121.3,5,5.35,0,1,0,0,0,0,0,0,0,0,1,1
3053,2010,56000.0,1,1086.0,68.05,5,2.85,1,0,0,0,0,0,0,0,0,0,1,1
3054,2014,81000.0,1,2143.0,97.7,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
3055,2014,95150.0,3,993.0,60.0,5,0.45,0,0,0,0,0,1,0,0,0,0,1,1
3056,2013,32776.0,1,1197.0,78.9,5,4.64,0,0,1,0,0,0,0,0,0,0,1,1
3057,2016,51587.0,1,1498.0,98.6,5,5.27,0,0,1,0,0,0,0,0,0,0,1,1
3058,2016,36000.0,1,2179.0,148.0,7,5.75,0,0,0,0,0,1,0,0,0,0,1,1
3059,2015,22000.0,1,1198.0,86.8,5,3.95,0,0,0,0,0,0,0,0,1,0,1,1
3060,2010,30754.0,1,1197.0,80.0,5,3.38,0,0,0,0,0,0,1,0,0,0,1,1
3061,2018,37109.0,1,1390.0,120.33,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3062,2010,45000.0,1,1198.0,88.8,5,1.99,0,0,0,0,0,0,0,1,0,0,1,1
3063,2017,33284.0,1,1197.0,82.0,5,5.84,0,0,1,0,0,0,0,0,0,0,1,1
3064,2016,55115.0,1,2993.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3065,2014,18000.0,1,2179.0,187.7,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
3066,2013,52604.5,1,2179.0,140.0,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3067,2015,16607.0,1,1598.0,118.0,5,7.65,0,0,0,1,0,0,0,0,0,0,1,1
3068,2015,32205.0,1,1968.0,174.33,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3069,2013,67000.0,1,1461.0,108.45,5,4.75,0,0,0,1,0,0,0,0,0,0,1,1
3070,2014,57676.0,1,1197.0,85.8,5,6.69,0,0,1,0,0,0,0,0,0,0,1,1
3071,2012,41000.0,1,1198.0,73.9,5,3.1,0,0,0,0,0,0,0,0,1,0,1,1
3072,2012,65000.0,1,796.0,35.0,8,1.55,0,0,0,0,0,1,0,0,0,0,1,1
3073,2019,12153.0,1,1197.0,81.86,5,6.84,0,0,1,0,0,0,0,0,0,0,1,0
3074,2014,16810.0,1,624.0,37.5,4,1.6,0,0,0,0,1,0,0,0,0,0,1,1
3075,2017,61221.0,1,1395.0,147.51,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3076,2015,22000.0,1,1198.0,74.0,5,4.75,0,0,0,0,0,0,0,0,1,0,1,1
3077,2015,63714.0,1,796.0,47.3,5,2.45,0,1,0,0,0,0,0,0,0,0,1,1
3078,2019,14857.0,1,1496.0,113.98,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3079,2012,69000.0,2,1968.0,140.8,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
3080,2019,14648.0,1,2198.0,158.0,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3081,2013,100000.0,2,1499.0,110.0,5,6.5,0,0,0,0,1,0,0,0,0,0,1,1
3082,2016,22000.0,1,1197.0,82.0,5,4.25,0,0,0,0,0,1,0,0,0,0,1,1
3083,2014,10000.0,1,1199.0,82.4,5,5.5,0,0,0,0,0,0,0,0,1,0,1,1
3084,2015,107000.0,1,1197.0,83.14,5,4.0,0,0,0,0,0,0,0,1,0,0,1,1
3085,2017,48198.0,1,1193.0,88.7,5,4.65,0,0,0,0,0,0,1,0,0,0,1,1
3086,2015,15000.0,1,2143.0,170.0,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
3087,2014,80073.0,1,1998.0,163.7,5,7.11,0,0,1,0,0,0,0,0,0,0,1,1
3088,2013,85388.0,1,1248.0,73.9,5,3.9,0,0,0,0,1,0,0,0,0,0,1,1
3089,2017,14700.0,1,1197.0,81.86,5,5.6,0,0,0,0,0,1,0,0,0,0,1,1
3090,2012,52609.0,3,1248.0,73.75,5,2.25,0,0,0,0,0,0,0,0,0,1,1,1
3091,2011,34994.0,1,1582.0,126.32,5,3.9,0,0,0,0,0,0,0,1,0,0,1,1
3092,2014,82536.0,1,2993.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3093,2013,82000.0,1,1798.0,157.75,5,7.25,0,0,0,1,0,0,0,0,0,0,1,0
3094,2006,52000.0,2,998.0,67.1,5,2.0,0,0,0,0,0,0,0,0,0,1,1,1
3095,2011,20000.0,1,1198.0,73.9,5,3.5,0,0,0,0,0,0,0,0,1,0,1,1
3096,2011,55000.0,1,1799.0,130.2,5,5.0,0,0,0,0,1,0,0,0,0,0,1,1
3097,2015,47001.0,1,1196.0,63.0,5,3.72,0,0,0,0,0,0,0,0,0,0,0,1
3098,2014,52000.0,1,998.0,67.04,5,3.45,0,1,0,0,0,0,0,0,0,0,1,1
3099,2013,43284.0,1,1248.0,74.0,5,4.5,0,0,0,0,0,0,0,1,0,0,1,1
3100,2018,23875.0,1,1591.0,121.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3101,2016,51866.0,1,1197.0,82.0,5,5.5,1,0,0,0,0,0,0,0,0,0,1,1
3102,2013,69000.0,1,1461.0,63.1,5,3.0,0,0,0,0,0,0,0,0,1,0,1,1
3103,2017,62788.0,1,1197.0,81.86,5,6.08,0,0,1,0,0,0,0,0,0,0,1,1
3104,2013,52609.0,1,1598.0,103.6,5,5.0,0,1,0,0,0,0,0,0,0,0,1,1
3105,2015,47566.0,1,2982.0,168.5,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3106,2018,20300.0,1,2755.0,171.5,7,5.75,0,0,0,0,0,0,0,0,0,1,1,0
3107,2015,48300.0,1,2143.0,107.3,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
3108,2013,30000.0,1,814.0,55.2,5,2.1,0,0,0,0,0,0,0,0,0,1,1,1
3109,2012,36000.0,2,1582.0,126.24,5,7.5,1,0,0,0,0,0,0,0,0,0,1,1
3110,2015,27641.0,2,1496.0,113.98,4,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3111,2015,60000.0,1,1461.0,108.45,5,8.65,1,0,0,0,0,0,0,0,0,0,1,1
3112,2019,9000.0,1,1495.5,97.7,7,5.75,0,1,0,0,0,0,0,0,0,0,1,0
3113,2014,60750.0,1,1798.0,138.03,5,5.75,0,0,0,1,0,0,0,0,0,0,1,1
3114,2018,9000.0,1,2179.0,155.0,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
3115,2012,41100.0,1,2993.0,97.7,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
3116,2014,60000.0,2,1061.0,64.0,5,1.4,0,0,0,0,0,0,0,0,0,0,1,1
3117,2017,38424.0,1,1497.0,117.3,5,7.51,0,0,0,0,0,0,1,0,0,0,1,1
3118,2014,50000.0,1,1248.0,74.0,5,4.3,0,0,0,1,0,0,0,0,0,0,1,1
3119,2015,19000.0,1,1497.0,117.3,5,8.95,0,0,0,0,0,0,0,0,1,0,1,0
3120,2015,58734.0,1,1248.0,88.76,7,6.91,0,0,0,0,0,0,1,0,0,0,1,1
3121,2016,65257.0,1,1461.0,108.45,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3122,2010,52604.5,2,1248.0,73.9,5,4.0,0,0,0,0,0,1,0,0,0,0,1,1
3123,2011,79000.0,1,1248.0,73.94,5,3.65,0,0,0,0,1,0,0,0,0,0,1,1
3124,2013,78000.0,1,2179.0,140.0,7,5.75,0,1,0,0,0,0,0,0,0,0,1,1
3125,2015,49133.0,1,1198.0,86.8,5,4.51,0,0,0,0,0,0,1,0,0,0,1,1
3126,2016,22769.0,1,2987.0,165.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3127,2014,54448.0,1,1248.0,88.8,5,3.7,0,0,1,0,0,0,0,0,0,0,1,1
3128,2014,52609.0,1,2494.0,102.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
3129,2015,62088.0,1,1197.0,85.8,5,4.15,0,0,0,1,0,0,0,0,0,0,1,1
3130,2012,14800.0,1,1591.0,121.3,5,4.4,0,0,0,0,0,0,0,1,0,0,1,1
3131,2015,26000.0,1,1497.0,117.3,7,4.25,0,0,0,0,0,0,0,1,0,0,1,1
3132,2017,32005.0,1,1198.0,86.7,5,4.25,0,0,0,0,0,0,0,0,1,0,1,1
3133,2017,35000.0,1,1497.0,117.3,5,7.7,0,0,0,0,0,1,0,0,0,0,1,0
3134,2015,52000.0,1,2179.0,187.7,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
3135,2017,11000.0,1,1497.0,117.3,5,8.5,0,0,0,0,0,0,0,0,1,0,1,1
3136,2008,62000.0,1,2997.0,97.7,5,7.0,0,0,0,0,0,1,0,0,0,0,1,0
3137,2014,65134.0,3,1299.0,70.0,5,0.8,0,1,0,0,0,0,0,0,0,0,1,1
3138,2013,71000.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
3139,2008,51366.0,1,998.0,66.1,5,2.25,0,0,0,0,1,0,0,0,0,0,1,1
3140,2016,46300.0,1,1948.0,83.1,7,4.85,0,0,0,0,0,0,0,1,0,0,1,1
3141,2012,60908.0,2,1497.0,116.3,5,6.42,0,0,1,0,0,0,0,0,0,0,1,0
3142,2012,93450.0,2,1461.0,63.12,5,2.5,0,1,0,0,0,0,0,0,0,0,1,1
3143,2011,104000.0,1,1582.0,126.32,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
3144,2014,52000.0,1,796.0,37.0,4,0.5,0,0,0,0,0,0,0,0,0,1,1,1
3145,2015,42999.0,1,2179.0,140.0,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3146,2014,90000.0,1,1248.0,88.8,5,4.5,0,0,0,1,0,0,0,0,0,0,1,1
3147,2013,72000.0,1,1396.0,98.6,5,4.75,1,0,0,0,0,0,0,0,0,0,1,0
3148,2019,54321.0,1,1582.0,126.2,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3149,2015,59630.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3150,2013,116000.0,2,2982.0,168.5,7,5.75,0,0,0,0,1,0,0,0,0,0,1,0
3151,2015,34000.0,1,1984.0,181.0,5,5.75,0,0,0,0,0,0,0,0,0,0,1,0
3152,2011,70000.0,1,2143.0,97.7,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
3153,2010,80000.0,1,2354.0,180.0,5,3.99,0,1,0,0,0,0,0,0,0,0,1,1
3154,2015,110000.0,1,1498.0,98.6,5,4.65,0,0,0,0,0,0,0,0,0,1,1,1
3155,2013,56454.0,1,1248.0,73.75,5,4.65,0,0,0,0,0,0,0,0,0,0,1,1
3156,2013,60000.0,1,1197.0,85.8,5,3.15,0,0,0,0,0,0,0,1,0,0,1,1
3157,2013,56000.0,1,1798.0,138.1,5,8.25,0,0,0,1,0,0,0,0,0,0,1,0
3158,2012,63000.0,2,1495.5,97.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
3159,2012,63000.0,1,1248.0,74.0,5,4.5,0,1,0,0,0,0,0,0,0,0,1,1
3160,2017,15050.0,1,1956.0,170.0,5,5.75,0,0,0,0,0,0,0,1,0,0,1,1
3161,2016,29401.0,1,1197.0,81.8,5,4.31,0,0,0,0,0,0,0,0,1,0,1,1
3162,2016,25238.0,1,1199.0,88.7,5,6.2,0,0,0,0,0,0,1,0,0,0,1,1
3163,2011,58752.0,1,1198.0,73.9,5,3.32,0,0,0,0,0,0,1,0,0,0,1,1
3164,2011,62000.0,1,1799.0,130.0,5,3.75,0,0,0,1,0,0,0,0,0,0,1,0
3165,2013,52609.0,1,1496.0,88.73,5,4.7,1,0,0,0,0,0,0,0,0,0,1,1
3166,2016,51000.0,1,1591.0,121.3,5,6.5,0,1,0,0,0,0,0,0,0,0,1,1
3167,2009,52609.0,1,2494.0,102.0,8,7.25,0,0,0,0,1,0,0,0,0,0,1,1
3168,2016,61717.0,1,1598.0,118.0,5,8.94,0,0,1,0,0,0,0,0,0,0,1,1
3169,2018,8896.0,1,1194.0,94.68,5,7.34,0,0,0,0,0,0,0,1,0,0,1,1
3170,2016,17000.0,1,1197.0,83.1,5,6.9,0,0,0,1,0,0,0,0,0,0,1,1
3171,2016,31378.0,1,1199.0,88.7,5,5.9,0,0,0,0,0,0,0,0,1,0,1,1
3172,2013,114000.0,1,1582.0,126.3,5,6.75,0,0,0,0,0,0,0,0,0,1,1,0
3173,2014,81000.0,1,1498.0,98.6,5,4.1,0,0,0,0,0,0,0,0,0,0,1,1
3174,2017,31000.0,1,1968.0,147.51,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
3175,2014,35000.0,1,1598.0,103.52,5,4.5,0,0,0,0,0,0,0,0,1,0,1,1
3176,2013,60001.0,1,1968.0,174.33,5,5.75,0,0,0,0,0,0,0,1,0,0,1,0
3177,2014,75074.0,1,1248.0,74.0,5,5.25,0,0,0,0,0,1,0,0,0,0,1,1
3178,2012,80000.0,2,1248.0,74.0,5,1.2,0,0,0,0,0,0,0,1,0,0,1,1
3179,2006,52609.0,2,2494.0,100.6,8,4.95,0,0,0,0,0,1,0,0,0,0,1,1
3180,2013,60000.0,1,1461.0,108.45,5,7.5,0,0,0,0,1,0,0,0,0,0,1,1
3181,2015,7501.0,1,2996.0,97.7,4,5.75,0,0,0,0,0,0,0,1,0,0,1,0
3182,2015,58000.0,1,1498.0,98.6,5,4.45,0,0,0,1,0,0,0,0,0,0,1,1
3183,2018,29277.0,1,2987.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
3184,2015,57034.0,1,1248.0,73.94,5,4.38,0,0,0,0,0,0,1,0,0,0,1,1
3185,2016,40810.0,1,1248.0,88.5,5,7.9,0,0,0,0,0,0,1,0,0,0,1,1
3186,2008,35268.0,2,1086.0,62.0,5,1.88,1,0,0,0,0,0,0,0,0,0,1,1
3187,2018,34630.0,1,1197.0,83.1,5,7.29,0,0,1,0,0,0,0,0,0,0,1,0
3188,2012,45122.0,1,1498.0,88.7,5,6.0,0,0,0,0,1,0,0,0,0,0,1,1
3189,2011,52604.5,3,2179.0,140.0,7,6.7,0,1,0,0,0,0,0,0,0,0,1,1
3190,2009,63000.0,1,796.0,46.3,5,1.5,0,0,0,0,0,1,0,0,0,0,1,1
3191,2016,32298.0,1,1496.0,113.98,4,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3192,2014,63288.0,1,2179.0,140.0,7,7.77,0,0,0,0,0,0,1,0,0,0,1,1
3193,2012,43337.0,1,1086.0,62.1,5,3.32,0,0,1,0,0,0,0,0,0,0,1,1
3194,2015,46561.0,1,1248.0,74.0,5,4.94,0,0,0,0,0,0,1,0,0,0,1,1
3195,2013,34000.0,2,2143.0,107.3,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
3196,2016,48000.0,1,799.0,53.3,5,3.4,0,0,0,0,1,0,0,0,0,0,1,1
3197,2013,56263.0,1,1248.0,74.0,5,4.17,0,0,0,0,0,0,1,0,0,0,1,1
3198,2014,84060.0,2,993.0,60.0,5,1.25,0,0,0,0,1,0,0,0,0,0,1,1
3199,2016,9000.0,1,1197.0,82.0,5,5.45,0,0,0,0,0,0,0,0,1,0,1,0
3200,2012,79000.0,1,1248.0,88.8,5,2.59,0,0,0,0,0,1,0,0,0,0,1,1
3201,2015,87900.0,1,2179.0,140.0,7,5.75,0,0,0,0,0,0,0,0,0,1,1,1
3202,2010,72425.0,2,1197.0,85.8,5,2.45,0,0,0,1,0,0,0,0,0,0,1,1
3203,2015,38000.0,1,1968.0,174.33,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
3204,2010,107000.0,1,2143.0,170.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
3205,2015,51000.0,1,1497.0,117.3,5,7.9,0,0,0,1,0,0,0,0,0,0,1,0
3206,2010,52609.0,3,2494.0,102.0,7,6.25,0,0,0,0,0,0,0,0,0,1,1,1
3207,2011,48000.0,2,1199.0,79.4,5,1.8,0,0,0,0,0,0,0,0,0,1,1,1
3208,2013,62000.0,1,998.0,58.16,5,2.8,0,0,0,1,0,0,0,0,0,0,0,1
3209,2015,31000.0,1,1199.0,88.7,5,4.9,0,0,0,0,0,0,0,0,1,0,1,1
3210,2010,75055.0,1,1198.0,75.0,5,2.25,0,0,0,0,0,1,0,0,0,0,1,1
3211,2017,51210.0,1,1373.0,91.1,5,8.89,0,0,1,0,0,0,0,0,0,0,1,0
3212,2012,87000.0,1,2982.0,168.5,7,5.75,0,0,0,0,0,0,0,0,1,0,1,0
3213,2018,17000.0,1,1498.0,99.0,5,5.65,0,0,0,0,0,0,0,1,0,0,1,1
3214,2014,57000.0,1,1248.0,88.8,7,7.0,0,0,0,0,0,1,0,0,0,0,1,1
3215,2016,9370.0,1,796.0,47.3,5,2.95,0,0,0,0,1,0,0,0,0,0,1,1
3216,2013,53226.0,1,1198.0,86.8,5,3.3,0,1,0,0,0,0,0,0,0,0,1,1
3217,2010,52601.125,2,1493.0,110.0,5,3.5,0,0,0,0,1,0,0,0,0,0,1,1
3218,2007,75055.0,1,1493.0,100.0,5,2.3,0,0,0,0,0,1,0,0,0,0,1,1
3219,2017,37247.0,1,1582.0,126.2,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
3220,2013,64000.0,1,1364.0,67.06,5,3.1,0,0,0,1,0,0,0,0,0,0,1,1
3221,2014,12000.0,1,2359.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
3222,2017,40158.0,1,1582.0,126.2,5,5.75,0,0,0,0,0,0,0,0,0,1,1,1
3223,2017,11000.0,1,1199.0,88.7,5,6.75,0,1,0,0,0,0,0,0,0,0,1,1
3224,2014,70010.0,1,1598.0,103.6,5,5.25,0,1,0,0,0,0,0,0,0,0,1,1
3225,2015,82000.0,1,2179.0,140.0,7,8.75,0,0,0,0,0,0,0,0,1,0,1,1
3226,2017,57259.0,1,1493.0,100.0,7,8.87,0,0,0,0,0,0,1,0,0,0,1,1
3227,2010,84000.0,2,2354.0,142.0,5,6.5,1,0,0,0,0,0,0,0,0,0,1,0
3228,2012,52609.0,1,1248.0,88.76,7,4.5,0,0,0,0,0,0,0,0,0,1,1,1
3229,2012,73670.0,1,2696.0,162.0,7,5.75,0,0,0,0,1,0,0,0,0,0,1,1
3230,2014,89540.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
3231,2016,85423.0,1,1248.0,88.8,7,8.75,0,0,0,0,1,0,0,0,0,0,1,1
3232,2013,48823.0,1,1582.0,126.24,5,8.5,0,0,0,0,0,0,0,0,0,1,1,0
3233,2011,35082.0,1,1197.0,78.9,5,2.21,0,0,0,0,0,0,0,1,0,0,1,1
3234,2012,52604.5,1,796.0,34.2,5,1.6,0,0,0,0,0,1,0,0,0,0,1,1
3235,2016,19000.0,1,1198.0,86.7,5,6.25,0,0,0,1,0,0,0,0,0,0,1,0
3236,2007,69000.0,2,1799.0,130.0,5,2.25,0,0,0,0,0,0,0,0,1,0,1,0
3237,2019,29836.0,1,2143.0,136.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
3238,2010,48002.0,2,1798.0,157.8,5,6.75,0,0,0,0,0,0,0,0,0,0,1,1
3239,2015,52324.0,1,1248.0,88.5,5,6.25,0,0,0,0,0,0,0,0,0,0,1,1
3240,2013,65000.0,1,1498.0,89.84,5,5.1,0,0,0,1,0,0,0,0,0,0,1,1
