,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day
5312,2011-12-15 10:00:00,Winter,0,1.0,Mist,16.4,58.0,19.9995,4,105,109,2011,12,Thursday
5321,2011-12-15 19:00:00,Winter,0,1.0,Mist,21.32,59.0,19.0012,13,274,287,2011,12,Thursday
5323,2011-12-15 21:00:00,Winter,0,1.0,Clear,20.5,63.0,19.9995,10,145,155,2011,12,Thursday
5339,2011-12-16 13:00:00,Winter,0,1.0,Mist,13.94,39.0,23.9994,12,125,137,2011,12,Friday
5341,2011-12-16 15:00:00,Winter,0,1.0,Mist,13.12,45.0,19.9995,12,141,153,2011,12,Friday
5342,2011-12-16 16:00:00,Winter,0,1.0,Mist,13.12,45.0,15.0013,12,212,224,2011,12,Friday
5343,2011-12-16 17:00:00,Winter,0,1.0,Mist,13.12,45.0,19.0012,13,352,365,2011,12,Friday
5344,2011-12-16 18:00:00,Winter,0,1.0,Mist,13.12,45.0,16.9979,10,285,295,2011,12,Friday
5346,2011-12-16 20:00:00,Winter,0,1.0,Mist,13.12,45.0,12.998,6,146,152,2011,12,Friday
5349,2011-12-16 23:00:00,Winter,0,1.0,Mist,12.3,49.0,8.9981,4,71,75,2011,12,Friday
5357,2011-12-17 07:00:00,Winter,1,1.0,Mist,10.66,56.0,15.0013,0,20,20,2011,12,Saturday
5360,2011-12-17 10:00:00,Winter,1,0.0,Mist,10.66,52.0,19.0012,10,171,181,2011,12,Saturday
5372,2011-12-17 22:00:00,Winter,1,0.0,Clear,8.2,75.0,11.0014,7,73,80,2011,12,Saturday
5373,2011-12-17 23:00:00,Winter,1,0.0,Clear,8.2,75.0,0.0,6,63,69,2011,12,Saturday
5376,2011-12-18 02:00:00,Winter,1,0.0,Clear,9.02,55.0,7.0015,2,39,41,2011,12,Sunday
5379,2011-12-18 05:00:00,Winter,1,0.0,Clear,8.2,59.0,7.0015,1,4,5,2011,12,Sunday
5382,2011-12-18 08:00:00,Winter,1,1.0,Clear,8.2,69.0,0.0,1,31,32,2011,12,Sunday
5385,2011-12-18 11:00:00,Winter,1,0.0,Mist,9.84,60.0,15.0013,20,168,188,2011,12,Sunday
5387,2011-12-18 13:00:00,Winter,1,0.0,Clear,12.3,49.0,19.9995,18,210,228,2011,12,Sunday
5395,2011-12-18 21:00:00,Winter,1,0.0,Clear,9.02,64.0,0.0,9,80,89,2011,12,Sunday
5398,2011-12-19 00:00:00,Winter,0,1.0,Clear,8.2,75.0,6.0032,3,14,17,2011,12,Monday
5399,2011-12-19 01:00:00,Winter,0,1.0,Clear,7.38,80.0,6.0032,3,8,11,2011,12,Monday
5400,2011-12-19 02:00:00,Winter,0,1.0,Clear,7.38,80.0,6.0032,0,3,3,2011,12,Monday
5403,2011-12-19 05:00:00,Winter,0,1.0,Clear,5.74,93.0,7.0015,0,21,21,2011,12,Monday
5408,2011-12-19 10:00:00,Winter,0,1.0,Clear,9.84,67.0,12.998,12,96,108,2011,12,Monday
5409,2011-12-19 11:00:00,Winter,0,1.0,Clear,10.66,65.0,16.9979,22,105,127,2011,12,Monday
5412,2011-12-19 14:00:00,Winter,0,1.0,Clear,14.76,46.0,15.0013,30,107,137,2011,12,Monday
5413,2011-12-19 15:00:00,Winter,0,1.0,Clear,15.58,46.0,11.0014,24,135,159,2011,12,Monday
5417,2011-12-19 19:00:00,Winter,0,1.0,Mist,14.76,53.0,11.0014,17,234,251,2011,12,Monday
5420,2011-12-19 22:00:00,Winter,0,1.0,Mist,14.76,57.0,11.0014,12,95,107,2011,12,Monday
5421,2011-12-19 23:00:00,Winter,0,1.0,Clear,14.76,53.0,11.0014,10,50,60,2011,12,Monday
5427,2012-01-01 05:00:00,Winter,1,0.0,Clear,11.48,81.0,7.0015,0,5,5,2012,1,Sunday
5438,2012-01-01 16:00:00,Winter,1,1.0,Mist,18.04,54.0,19.9995,68,147,215,2012,1,Sunday
5440,2012-01-01 18:00:00,Winter,1,1.0,Rainy,18.86,59.0,16.9979,25,81,106,2012,1,Sunday
5443,2012-01-01 21:00:00,Winter,1,0.0,Mist,18.04,67.0,16.9979,10,61,71,2012,1,Sunday
5444,2012-01-01 22:00:00,Winter,1,0.0,Clear,18.86,55.0,27.9993,13,53,66,2012,1,Sunday
5445,2012-01-01 23:00:00,Winter,1,0.0,Clear,18.04,51.0,19.9995,4,25,29,2012,1,Sunday
5446,2012-01-02 00:00:00,Winter,0,0.0,Clear,16.4,40.0,31.0009,8,31,39,2012,1,Monday
5449,2012-01-02 04:00:00,Winter,0,0.0,Clear,11.48,45.0,22.0028,0,4,4,2012,1,Monday
5465,2012-01-02 20:00:00,Winter,0,0.0,Clear,9.84,41.0,15.0013,5,83,88,2012,1,Monday
5466,2012-01-02 21:00:00,Winter,0,0.0,Mist,9.84,41.0,22.0028,3,63,66,2012,1,Monday
5468,2012-01-02 23:00:00,Winter,0,0.0,Clear,9.02,44.0,16.9979,2,32,34,2012,1,Monday
5469,2012-01-03 00:00:00,Winter,0,1.0,Clear,8.2,51.0,16.9979,0,13,13,2012,1,Tuesday
5471,2012-01-03 02:00:00,Winter,0,1.0,Clear,7.38,51.0,16.9979,0,3,3,2012,1,Tuesday
5474,2012-01-03 05:00:00,Winter,0,1.0,Clear,5.74,54.0,12.998,0,12,12,2012,1,Tuesday
5476,2012-01-03 07:00:00,Winter,0,1.0,Clear,5.74,59.0,16.9979,2,168,170,2012,1,Tuesday
5479,2012-01-03 10:00:00,Winter,0,1.0,Clear,6.56,47.0,31.0009,5,55,60,2012,1,Tuesday
5485,2012-01-03 16:00:00,Winter,0,1.0,Clear,5.74,39.0,39.0007,7,129,136,2012,1,Tuesday
5488,2012-01-03 19:00:00,Winter,0,1.0,Clear,4.92,28.0,27.9993,4,152,156,2012,1,Tuesday
5490,2012-01-03 21:00:00,Winter,0,1.0,Clear,4.1,36.0,15.0013,2,66,68,2012,1,Tuesday
5493,2012-01-04 00:00:00,Winter,0,1.0,Clear,3.28,42.0,22.0028,0,9,9,2012,1,Wednesday
5500,2012-01-04 07:00:00,Winter,0,1.0,Clear,0.82,44.0,12.998,1,151,152,2012,1,Wednesday
5505,2012-01-04 12:00:00,Winter,0,1.0,Mist,4.1,46.0,12.998,9,75,84,2012,1,Wednesday
5506,2012-01-04 13:00:00,Winter,0,1.0,Mist,5.74,43.0,16.9979,9,82,91,2012,1,Wednesday
5510,2012-01-04 17:00:00,Winter,0,1.0,Mist,8.2,40.0,12.998,9,272,281,2012,1,Wednesday
5514,2012-01-04 21:00:00,Winter,0,1.0,Mist,8.2,44.0,0.0,2,88,90,2012,1,Wednesday
5515,2012-01-04 22:00:00,Winter,0,1.0,Mist,8.2,47.0,6.0032,4,48,52,2012,1,Wednesday
5516,2012-01-04 23:00:00,Winter,0,1.0,Mist,8.2,44.0,7.0015,0,32,32,2012,1,Wednesday
5520,2012-01-05 03:00:00,Winter,0,1.0,Clear,8.2,61.0,0.0,0,4,4,2012,1,Thursday
5526,2012-01-05 09:00:00,Winter,0,1.0,Mist,9.02,69.0,0.0,7,220,227,2012,1,Thursday
5528,2012-01-05 11:00:00,Winter,0,1.0,Clear,12.3,49.0,0.0,6,78,84,2012,1,Thursday
5534,2012-01-05 17:00:00,Winter,0,1.0,Mist,14.76,34.0,12.998,19,393,412,2012,1,Thursday
5536,2012-01-05 19:00:00,Winter,0,1.0,Clear,13.94,34.0,6.0032,10,255,265,2012,1,Thursday
5540,2012-01-05 23:00:00,Winter,0,1.0,Clear,9.84,70.0,7.0015,4,56,60,2012,1,Thursday
5546,2012-01-06 05:00:00,Winter,0,1.0,Mist,8.2,80.0,8.9981,0,13,13,2012,1,Friday
5549,2012-01-06 08:00:00,Winter,0,1.0,Clear,9.84,70.0,8.9981,11,436,447,2012,1,Friday
5550,2012-01-06 09:00:00,Winter,0,1.0,Clear,9.84,70.0,11.0014,4,237,241,2012,1,Friday
5557,2012-01-06 16:00:00,Winter,0,1.0,Clear,21.32,27.0,19.0012,35,259,294,2012,1,Friday
5561,2012-01-06 20:00:00,Winter,0,1.0,Clear,17.22,41.0,12.998,14,163,177,2012,1,Friday
5564,2012-01-06 23:00:00,Winter,0,1.0,Clear,14.76,50.0,0.0,13,88,101,2012,1,Friday
5576,2012-01-07 11:00:00,Winter,1,0.0,Clear,13.94,57.0,15.0013,74,250,324,2012,1,Saturday
5577,2012-01-07 12:00:00,Winter,1,0.0,Clear,16.4,43.0,15.0013,100,276,376,2012,1,Saturday
5579,2012-01-07 14:00:00,Winter,1,0.0,Clear,20.5,42.0,19.0012,156,356,512,2012,1,Saturday
5588,2012-01-07 23:00:00,Winter,1,0.0,Clear,17.22,38.0,15.0013,16,103,119,2012,1,Saturday
5593,2012-01-08 04:00:00,Winter,1,0.0,Clear,13.12,49.0,16.9979,2,4,6,2012,1,Sunday
5595,2012-01-08 06:00:00,Winter,1,0.0,Mist,12.3,52.0,0.0,0,2,2,2012,1,Sunday
5602,2012-01-08 13:00:00,Winter,1,0.0,Clear,16.4,37.0,19.9995,77,266,343,2012,1,Sunday
5606,2012-01-08 17:00:00,Winter,1,0.0,Clear,15.58,40.0,15.0013,22,197,219,2012,1,Sunday
5612,2012-01-08 23:00:00,Winter,1,1.0,Clear,10.66,56.0,16.9979,0,30,30,2012,1,Sunday
5615,2012-01-09 02:00:00,Winter,0,1.0,Clear,9.84,56.0,8.9981,2,3,5,2012,1,Monday
5623,2012-01-09 10:00:00,Winter,0,1.0,Clear,9.84,60.0,0.0,13,95,108,2012,1,Monday
5629,2012-01-09 16:00:00,Winter,0,1.0,Rainy,9.02,87.0,6.0032,3,46,49,2012,1,Monday
5631,2012-01-09 18:00:00,Winter,0,1.0,Snowy,8.2,86.0,6.0032,6,158,164,2012,1,Monday
5632,2012-01-09 19:00:00,Winter,0,1.0,Rainy,8.2,93.0,6.0032,3,187,190,2012,1,Monday
5634,2012-01-09 21:00:00,Winter,0,1.0,Mist,8.2,93.0,0.0,1,78,79,2012,1,Monday
5638,2012-01-10 01:00:00,Winter,0,1.0,Mist,9.02,93.0,7.0015,2,3,5,2012,1,Tuesday
5640,2012-01-10 04:00:00,Winter,0,1.0,Mist,8.2,86.0,11.0014,0,4,4,2012,1,Tuesday
5641,2012-01-10 05:00:00,Winter,0,1.0,Clear,16.4,47.0,15.0013,0,23,23,2012,1,Tuesday
5642,2012-01-10 06:00:00,Winter,0,1.0,Mist,7.38,93.0,12.998,0,79,79,2012,1,Tuesday
5644,2012-01-10 08:00:00,Winter,0,1.0,Mist,7.38,93.0,11.0014,6,465,471,2012,1,Tuesday
5645,2012-01-10 09:00:00,Winter,0,1.0,Mist,7.38,93.0,11.0014,11,184,195,2012,1,Tuesday
5648,2012-01-10 12:00:00,Winter,0,1.0,Clear,17.22,38.0,19.9995,13,127,140,2012,1,Tuesday
5649,2012-01-10 13:00:00,Winter,0,1.0,Clear,17.22,38.0,19.9995,15,163,178,2012,1,Tuesday
5651,2012-01-10 15:00:00,Winter,0,1.0,Clear,17.22,38.0,19.9995,17,119,136,2012,1,Tuesday
5653,2012-01-10 17:00:00,Winter,0,1.0,Clear,17.22,38.0,16.9979,14,446,460,2012,1,Tuesday
5654,2012-01-10 18:00:00,Winter,0,1.0,Clear,16.4,40.0,7.0015,13,372,385,2012,1,Tuesday
5655,2012-01-10 19:00:00,Winter,0,1.0,Clear,15.58,46.0,7.0015,11,270,281,2012,1,Tuesday
5658,2012-01-10 22:00:00,Winter,0,1.0,Clear,12.3,70.0,6.0032,10,104,114,2012,1,Tuesday
5661,2012-01-11 01:00:00,Winter,0,1.0,Clear,9.84,87.0,6.0032,1,6,7,2012,1,Wednesday
5664,2012-01-11 04:00:00,Winter,0,1.0,Clear,8.2,80.0,8.9981,0,2,2,2012,1,Wednesday
5671,2012-01-11 11:00:00,Winter,0,1.0,Mist,10.66,87.0,6.0032,9,90,99,2012,1,Wednesday
5674,2012-01-11 14:00:00,Winter,0,1.0,Rainy,13.12,81.0,7.0015,3,70,73,2012,1,Wednesday
5675,2012-01-11 15:00:00,Winter,0,1.0,Mist,13.94,87.0,6.0032,6,73,79,2012,1,Wednesday
5685,2012-01-12 01:00:00,Winter,0,1.0,Rainy,14.76,93.0,12.998,0,3,3,2012,1,Thursday
5690,2012-01-12 06:00:00,Winter,0,1.0,Rainy,14.76,93.0,8.9981,1,88,89,2012,1,Thursday
5697,2012-01-12 13:00:00,Winter,0,1.0,Clear,17.22,77.0,11.0014,13,170,183,2012,1,Thursday
5698,2012-01-12 14:00:00,Winter,0,1.0,Clear,17.22,77.0,11.0014,24,132,156,2012,1,Thursday
5699,2012-01-12 15:00:00,Winter,0,1.0,Clear,18.04,72.0,8.9981,32,156,188,2012,1,Thursday
5703,2012-01-12 19:00:00,Winter,0,1.0,Mist,17.22,71.0,11.0014,17,313,330,2012,1,Thursday
5709,2012-01-13 01:00:00,Winter,0,1.0,Mist,15.58,76.0,19.9995,0,12,12,2012,1,Friday
5710,2012-01-13 02:00:00,Winter,0,1.0,Clear,16.4,76.0,23.9994,1,13,14,2012,1,Friday
5712,2012-01-13 04:00:00,Winter,0,1.0,Rainy,13.12,70.0,32.9975,1,2,3,2012,1,Friday
5714,2012-01-13 06:00:00,Winter,0,1.0,Mist,10.66,75.0,15.0013,2,71,73,2012,1,Friday
5715,2012-01-13 07:00:00,Winter,0,1.0,Clear,10.66,60.0,15.0013,3,174,177,2012,1,Friday
5719,2012-01-13 11:00:00,Winter,0,1.0,Clear,9.84,38.0,40.9973,12,102,114,2012,1,Friday
5720,2012-01-13 12:00:00,Winter,0,1.0,Clear,9.84,38.0,32.9975,14,140,154,2012,1,Friday
5730,2012-01-13 22:00:00,Winter,0,1.0,Clear,8.2,47.0,22.0028,7,58,65,2012,1,Friday
5737,2012-01-14 05:00:00,Winter,1,0.0,Clear,5.74,50.0,8.9981,0,4,4,2012,1,Saturday
5742,2012-01-14 10:00:00,Winter,1,0.0,Clear,6.56,47.0,0.0,14,135,149,2012,1,Saturday
5745,2012-01-14 13:00:00,Winter,1,0.0,Clear,9.02,44.0,19.0012,38,182,220,2012,1,Saturday
5748,2012-01-14 16:00:00,Winter,1,0.0,Clear,9.84,38.0,15.0013,28,178,206,2012,1,Saturday
5749,2012-01-14 17:00:00,Winter,1,0.0,Clear,9.84,41.0,16.9979,15,129,144,2012,1,Saturday
5750,2012-01-14 18:00:00,Winter,1,0.0,Clear,9.02,41.0,12.998,21,122,143,2012,1,Saturday
5754,2012-01-14 22:00:00,Winter,1,0.0,Clear,6.56,47.0,23.9994,4,62,66,2012,1,Saturday
5755,2012-01-14 23:00:00,Winter,1,1.0,Clear,6.56,47.0,15.0013,5,71,76,2012,1,Saturday
5759,2012-01-15 03:00:00,Winter,1,0.0,Mist,6.56,48.0,26.0027,1,24,25,2012,1,Sunday
5760,2012-01-15 04:00:00,Winter,1,0.0,Mist,6.56,47.0,26.0027,1,5,6,2012,1,Sunday
5762,2012-01-15 06:00:00,Winter,1,0.0,Mist,5.74,50.0,19.0012,1,7,8,2012,1,Sunday
5766,2012-01-15 10:00:00,Winter,1,0.0,Clear,5.74,54.0,19.0012,11,115,126,2012,1,Sunday
5767,2012-01-15 11:00:00,Winter,1,1.0,Clear,6.56,47.0,15.0013,21,144,165,2012,1,Sunday
5768,2012-01-15 12:00:00,Winter,1,0.0,Clear,7.38,40.0,19.9995,42,192,234,2012,1,Sunday
5772,2012-01-15 16:00:00,Winter,1,1.0,Clear,9.02,29.0,19.9995,31,174,205,2012,1,Sunday
5777,2012-01-15 21:00:00,Winter,1,0.0,Clear,6.56,40.0,11.0014,1,71,72,2012,1,Sunday
5778,2012-01-15 22:00:00,Winter,1,0.0,Clear,7.38,37.0,6.0032,2,58,60,2012,1,Sunday
5781,2012-01-16 01:00:00,Winter,0,0.0,Clear,5.74,43.0,7.0015,2,18,20,2012,1,Monday
5789,2012-01-16 09:00:00,Winter,0,0.0,Clear,4.1,58.0,11.0014,7,89,96,2012,1,Monday
5803,2012-01-16 23:00:00,Winter,0,0.0,Rainy,10.66,70.0,19.9995,0,28,28,2012,1,Monday
5805,2012-01-17 01:00:00,Winter,0,1.0,Mist,11.48,65.0,23.9994,0,2,2,2012,1,Tuesday
5806,2012-01-17 02:00:00,Winter,0,1.0,Rainy,11.48,75.0,16.9979,0,12,12,2012,1,Tuesday
5807,2012-01-17 04:00:00,Winter,0,1.0,Rainy,13.12,66.0,22.0028,0,2,2,2012,1,Tuesday
5811,2012-01-17 08:00:00,Winter,0,1.0,Rainy,12.3,81.0,19.0012,3,90,93,2012,1,Tuesday
5812,2012-01-17 09:00:00,Winter,0,1.0,Rainy,13.12,81.0,16.9979,7,61,68,2012,1,Tuesday
5817,2012-01-17 14:00:00,Winter,0,1.0,Clear,18.04,62.0,32.9975,12,120,132,2012,1,Tuesday
5821,2012-01-17 18:00:00,Winter,0,1.0,Clear,18.86,63.0,30.0026,12,451,463,2012,1,Tuesday
5823,2012-01-17 20:00:00,Winter,0,1.0,Clear,18.86,63.0,23.9994,11,169,180,2012,1,Tuesday
5832,2012-01-18 05:00:00,Winter,0,1.0,Clear,13.94,46.0,35.0008,0,29,29,2012,1,Wednesday
5834,2012-01-18 07:00:00,Winter,0,1.0,Clear,13.12,42.0,23.9994,1,262,263,2012,1,Wednesday
5839,2012-01-18 12:00:00,Winter,0,1.0,Clear,12.3,39.0,32.9975,6,155,161,2012,1,Wednesday
5841,2012-01-18 14:00:00,Winter,0,1.0,Clear,12.3,33.0,26.0027,7,98,105,2012,1,Wednesday
5844,2012-01-18 17:00:00,Winter,0,1.0,Clear,10.66,33.0,30.0026,8,338,346,2012,1,Wednesday
5850,2012-01-18 23:00:00,Winter,0,1.0,Clear,6.56,47.0,19.9995,2,36,38,2012,1,Wednesday
5851,2012-01-19 00:00:00,Winter,0,1.0,Clear,5.74,50.0,12.998,0,16,16,2012,1,Thursday
5859,2012-01-19 08:00:00,Winter,0,1.0,Clear,4.92,54.0,7.0015,9,414,423,2012,1,Thursday
5860,2012-01-19 09:00:00,Winter,0,1.0,Clear,4.92,54.0,0.0,6,204,210,2012,1,Thursday
5861,2012-01-19 10:00:00,Winter,0,1.0,Clear,5.74,59.0,0.0,10,98,108,2012,1,Thursday
5865,2012-01-19 14:00:00,Winter,0,1.0,Clear,9.84,44.0,12.998,15,104,119,2012,1,Thursday
5867,2012-01-19 16:00:00,Winter,0,1.0,Clear,10.66,41.0,22.0028,8,185,193,2012,1,Thursday
5868,2012-01-19 17:00:00,Winter,0,1.0,Mist,10.66,44.0,22.0028,21,364,385,2012,1,Thursday
5870,2012-01-19 19:00:00,Winter,0,1.0,Mist,10.66,48.0,19.9995,5,229,234,2012,1,Thursday
5872,2012-01-19 21:00:00,Winter,0,1.0,Clear,10.66,44.0,23.9994,4,117,121,2012,1,Thursday
5873,2012-01-19 22:00:00,Winter,0,1.0,Mist,10.66,44.0,27.9993,0,90,90,2012,1,Thursday
5874,2012-01-19 23:00:00,Winter,0,1.0,Clear,10.66,48.0,22.0028,1,55,56,2012,1,Thursday
5876,2012-02-01 01:00:00,Winter,0,1.0,Clear,18.04,41.0,19.0012,0,4,4,2012,2,Wednesday
5881,2012-02-01 06:00:00,Winter,0,1.0,Rainy,16.4,54.0,11.0014,0,67,67,2012,2,Wednesday
5890,2012-02-01 15:00:00,Winter,0,1.0,Clear,24.6,35.0,19.0012,25,169,194,2012,2,Wednesday
5891,2012-02-01 16:00:00,Winter,0,1.0,Clear,24.6,40.0,15.0013,22,261,283,2012,2,Wednesday
5894,2012-02-01 19:00:00,Winter,0,1.0,Clear,22.14,52.0,19.0012,20,315,335,2012,2,Wednesday
5895,2012-02-01 20:00:00,Winter,0,1.0,Clear,21.32,52.0,11.0014,10,254,264,2012,2,Wednesday
5898,2012-02-01 23:00:00,Winter,0,1.0,Clear,18.86,63.0,6.0032,22,75,97,2012,2,Wednesday
5901,2012-02-02 02:00:00,Winter,0,1.0,Mist,17.22,67.0,8.9981,2,7,9,2012,2,Thursday
5904,2012-02-02 05:00:00,Winter,0,1.0,Rainy,16.4,82.0,0.0,0,19,19,2012,2,Thursday
5905,2012-02-02 06:00:00,Winter,0,1.0,Rainy,14.76,90.0,0.0,1,73,74,2012,2,Thursday
5906,2012-02-02 07:00:00,Winter,0,1.0,Rainy,14.76,93.0,0.0,4,201,205,2012,2,Thursday
5911,2012-02-02 12:00:00,Winter,0,1.0,Clear,17.22,82.0,0.0,8,140,148,2012,2,Thursday
5916,2012-02-02 17:00:00,Winter,0,1.0,Clear,17.22,54.0,32.9975,13,437,450,2012,2,Thursday
5920,2012-02-02 21:00:00,Winter,0,1.0,Clear,13.94,46.0,27.9993,4,144,148,2012,2,Thursday
5924,2012-02-03 01:00:00,Winter,0,1.0,Clear,12.3,56.0,22.0028,3,19,22,2012,2,Friday
5925,2012-02-03 02:00:00,Winter,0,1.0,Clear,12.3,52.0,15.0013,0,6,6,2012,2,Friday
5930,2012-02-03 07:00:00,Winter,0,1.0,Clear,9.84,65.0,15.0013,10,216,226,2012,2,Friday
5941,2012-02-03 18:00:00,Winter,0,1.0,Clear,15.58,40.0,8.9981,17,368,385,2012,2,Friday
5942,2012-02-03 19:00:00,Winter,0,1.0,Clear,13.94,49.0,7.0015,11,256,267,2012,2,Friday
5947,2012-02-04 00:00:00,Winter,1,0.0,Clear,10.66,70.0,7.0015,10,76,86,2012,2,Saturday
5952,2012-02-04 05:00:00,Winter,1,0.0,Clear,9.84,81.0,6.0032,1,3,4,2012,2,Saturday
5957,2012-02-04 10:00:00,Winter,1,0.0,Clear,9.84,87.0,7.0015,31,193,224,2012,2,Saturday
5960,2012-02-04 13:00:00,Winter,1,0.0,Mist,12.3,70.0,12.998,58,244,302,2012,2,Saturday
5961,2012-02-04 14:00:00,Winter,1,1.0,Mist,13.12,66.0,15.0013,47,229,276,2012,2,Saturday
5966,2012-02-04 19:00:00,Winter,1,0.0,Rainy,10.66,87.0,8.9981,5,75,80,2012,2,Saturday
5970,2012-02-04 23:00:00,Winter,1,1.0,Mist,9.84,87.0,8.9981,4,66,70,2012,2,Saturday
5975,2012-02-05 04:00:00,Winter,1,0.0,Mist,9.84,87.0,8.9981,0,9,9,2012,2,Sunday
5979,2012-02-05 08:00:00,Winter,1,0.0,Mist,9.84,75.0,11.0014,4,58,62,2012,2,Sunday
5981,2012-02-05 10:00:00,Winter,1,0.0,Mist,10.66,65.0,19.0012,10,138,148,2012,2,Sunday
5982,2012-02-05 11:00:00,Winter,1,0.0,Mist,10.66,70.0,12.998,22,160,182,2012,2,Sunday
5986,2012-02-05 15:00:00,Winter,1,0.0,Mist,12.3,56.0,16.9979,55,217,272,2012,2,Sunday
5987,2012-02-05 16:00:00,Winter,1,0.0,Clear,12.3,56.0,15.0013,35,261,296,2012,2,Sunday
5990,2012-02-05 19:00:00,Winter,1,0.0,Clear,12.3,52.0,15.0013,6,63,69,2012,2,Sunday
5993,2012-02-05 22:00:00,Winter,1,0.0,Clear,10.66,60.0,7.0015,9,182,191,2012,2,Sunday
5994,2012-02-05 23:00:00,Winter,1,0.0,Clear,9.84,70.0,8.9981,4,38,42,2012,2,Sunday
5998,2012-02-06 04:00:00,Winter,0,1.0,Clear,7.38,80.0,7.0015,0,2,2,2012,2,Monday
5999,2012-02-06 05:00:00,Winter,0,1.0,Clear,7.38,80.0,7.0015,0,17,17,2012,2,Monday
6004,2012-02-06 10:00:00,Winter,0,1.0,Clear,9.02,75.0,7.0015,20,96,116,2012,2,Monday
6007,2012-02-06 13:00:00,Winter,0,1.0,Clear,15.58,40.0,15.0013,17,124,141,2012,2,Monday
6011,2012-02-06 17:00:00,Winter,0,1.0,Clear,16.4,43.0,16.9979,13,417,430,2012,2,Monday
6025,2012-02-07 07:00:00,Winter,0,1.0,Clear,13.12,45.0,0.0,6,293,299,2012,2,Tuesday
6028,2012-02-07 10:00:00,Winter,0,1.0,Clear,13.94,46.0,11.0014,12,104,116,2012,2,Tuesday
6029,2012-02-07 11:00:00,Winter,0,1.0,Clear,14.76,46.0,12.998,9,120,129,2012,2,Tuesday
6030,2012-02-07 12:00:00,Winter,0,1.0,Clear,16.4,40.0,22.0028,9,163,172,2012,2,Tuesday
6044,2012-02-08 02:00:00,Winter,0,1.0,Clear,10.66,65.0,0.0,0,1,1,2012,2,Wednesday
6048,2012-02-08 06:00:00,Winter,0,1.0,Mist,9.84,70.0,0.0,3,95,98,2012,2,Wednesday
6052,2012-02-08 10:00:00,Winter,0,1.0,Mist,10.66,70.0,15.0013,1,107,108,2012,2,Wednesday
6053,2012-02-08 11:00:00,Winter,0,1.0,Mist,10.66,65.0,15.0013,5,97,102,2012,2,Wednesday
6063,2012-02-08 21:00:00,Winter,0,1.0,Rainy,9.84,87.0,12.998,3,126,129,2012,2,Wednesday
6064,2012-02-08 22:00:00,Winter,0,1.0,Mist,9.84,87.0,8.9981,3,95,98,2012,2,Wednesday
6076,2012-02-09 10:00:00,Winter,0,1.0,Clear,9.02,51.0,15.0013,7,90,97,2012,2,Thursday
6078,2012-02-09 12:00:00,Winter,0,1.0,Clear,10.66,48.0,22.0028,10,148,158,2012,2,Thursday
6081,2012-02-09 15:00:00,Winter,0,1.0,Clear,13.12,36.0,19.9995,14,120,134,2012,2,Thursday
6082,2012-02-09 16:00:00,Winter,0,1.0,Clear,13.94,36.0,0.0,15,223,238,2012,2,Thursday
6084,2012-02-09 18:00:00,Winter,0,1.0,Clear,13.94,31.0,11.0014,13,404,417,2012,2,Thursday
6091,2012-02-10 01:00:00,Winter,0,1.0,Mist,11.48,61.0,6.0032,2,11,13,2012,2,Friday
6101,2012-02-10 11:00:00,Winter,0,1.0,Mist,11.48,45.0,7.0015,19,134,153,2012,2,Friday
6110,2012-02-10 20:00:00,Winter,0,1.0,Mist,13.12,57.0,0.0,7,144,151,2012,2,Friday
6116,2012-02-11 02:00:00,Winter,1,0.0,Rainy,10.66,81.0,12.998,2,24,26,2012,2,Saturday
6120,2012-02-11 06:00:00,Winter,1,0.0,Rainy,9.02,93.0,8.9981,1,8,9,2012,2,Saturday
6121,2012-02-11 07:00:00,Winter,1,0.0,Rainy,9.02,93.0,8.9981,0,19,19,2012,2,Saturday
6126,2012-02-11 12:00:00,Winter,1,0.0,Mist,10.66,81.0,11.0014,25,196,221,2012,2,Saturday
6133,2012-02-11 19:00:00,Winter,1,0.0,Mist,8.2,40.0,36.9974,2,85,87,2012,2,Saturday
6136,2012-02-11 22:00:00,Winter,1,0.0,Mist,5.74,39.0,26.0027,0,46,46,2012,2,Saturday
6146,2012-02-12 08:00:00,Winter,1,0.0,Clear,3.28,53.0,16.9979,0,26,26,2012,2,Sunday
6150,2012-02-12 12:00:00,Winter,1,0.0,Clear,5.74,39.0,43.0006,7,133,140,2012,2,Sunday
6169,2012-02-13 07:00:00,Winter,0,1.0,Clear,4.1,54.0,12.998,1,194,195,2012,2,Monday
6170,2012-02-13 08:00:00,Winter,0,1.0,Clear,4.1,54.0,8.9981,4,413,417,2012,2,Monday
6172,2012-02-13 10:00:00,Winter,0,1.0,Clear,5.74,50.0,8.9981,1,70,71,2012,2,Monday
6174,2012-02-13 12:00:00,Winter,0,1.0,Clear,11.48,28.0,22.0028,7,111,118,2012,2,Monday
6180,2012-02-13 18:00:00,Winter,0,1.0,Clear,13.94,25.0,16.9979,6,399,405,2012,2,Monday
6187,2012-02-14 01:00:00,Winter,0,1.0,Mist,10.66,56.0,0.0,0,6,6,2012,2,Tuesday
6188,2012-02-14 02:00:00,Winter,0,1.0,Mist,11.48,41.0,0.0,0,3,3,2012,2,Tuesday
6191,2012-02-14 05:00:00,Winter,0,1.0,Mist,10.66,65.0,7.0015,2,20,22,2012,2,Tuesday
